,secid,cname,cname_norm,nn_match,nn_score,nn_gvkey,nn_coname
0,8713,STANDARD MICROSYSTEMS CORP,standardmicrosystems,standardmicrosystems,100,9999.0,STANDARD MICROSYSTEMS CORP
1,5792,LUBRIZOL CORP,lubrizol,lubrizol,100,6830.0,LUBRIZOL CORP
2,7629,PROGRESS SOFTWARE CORP,progresssoftware,progresssoftware,100,24352.0,PROGRESS SOFTWARE CORP
3,9383,WENDY S ARBY S GROUP INC,wendysarbysgroup,wecenergygroup,67,11550.0,WEC ENERGY GROUP INC
4,2429,ARTESYN TECHNOLOGIES INC,artesyntechnologies,artesyntechnologies,100,3333.0,ARTESYN TECHNOLOGIES INC
5,7040,OSTEOTECH INC,osteotech,osteotech,100,24198.0,OSTEOTECH INC
6,2149,CHURCH & DWIGHT CO INC,churchdwightcompany,churchdwight,77,3026.0,CHURCH & DWIGHT INC
7,6094,MEDICIS PHARMACEUTICAL CORP,medicispharmaceutical,medicispharmaceutcp,90,21186.0,MEDICIS PHARMACEUT CP  -CL A
8,9429,TUPPERWARE BRANDS CORP,tupperwarebrands,tupperwarebrands,100,62897.0,TUPPERWARE BRANDS CORP
9,4891,ITT CORP,itt,itt,100,,
10,7828,RAYONIER INC,rayonier,rayonier,100,5862.0,RAYONIER INC
11,1686,CSG SYSTEMS INTERNATIONAL INC,csgsystemsinternational,analystsinternational,77,1634.0,ANALYSTS INTERNATIONAL CORP
12,19079,SONIC AUTOMOTIVE INC,sonicautomotive,sonicautomotiveinc,91,65831.0,SONIC AUTOMOTIVE INC  -CL A
13,8744,STARWOOD HOTELS & RESORTS WORLDWIDE INC,starwoodhotelsresortsworldwide,starwoodhotelsresortswrld,91,5723.0,STARWOOD HOTELS&RESORTS WRLD
14,4657,HERSHEY CO,hersheycompany,hersheycompany,100,5597.0,HERSHEY CO
15,9451,GRAFTECH INTERNATIONAL LTD,graftechinternational,graftechinternational,100,61153.0,GRAFTECH INTERNATIONAL LTD
16,5615,ESTEE LAUDER COS INC,esteelaudercos,esteelaudercompanies,82,61567.0,ESTEE LAUDER COMPANIES INC
17,7929,AUTONATION INC DE,autonationincde,autonation,80,9063.0,AUTONATION INC
18,1467,BORGWARNER INC,borgwarner,borgwarner,100,28742.0,BORGWARNER INC
19,178,A S V INC,asv,asv,100,30584.0,A S V INC
20,2668,CRYOLIFE INC,cryolife,chrysler,62,3022.0,CHRYSLER CORP
21,7625,PRGX GLOBAL INC,prgxglobal,prgxglobal,100,62494.0,PRGX GLOBAL INC
22,3009,DOLLAR TREE INC,dollartree,dollartree,100,31587.0,DOLLAR TREE INC
23,9113,TELLABS INC,tellabs,tellabs,100,10420.0,TELLABS INC
24,9218,3D SYSTEMS CORP,3dsystems,3dsystems,100,14898.0,3D SYSTEMS CORP
25,247,ACTEL CORP,actel,actel,100,28678.0,ACTEL CORP
26,19726,MERCURY SYSTEMS INC,mercurysystems,mercurysystems,100,66393.0,MERCURY SYSTEMS INC
27,10496,MARTIN MARIETTA MATERIALS INC,martinmariettamaterials,martinmariettamaterials,100,29733.0,MARTIN MARIETTA MATERIALS
28,2065,CHARMING SHOPPES INC,charmingshoppes,charmingshoppes,100,2938.0,CHARMING SHOPPES INC
29,7217,PARKER HANNIFIN CORP,parkerhannifin,parkerhannifin,100,8358.0,PARKER-HANNIFIN CORP
30,2871,DELL INC,dell,deluxe,60,3863.0,DELUXE CORP
31,2794,DARDEN RESTAURANTS INC,dardenrestaurants,dardenrestaurants,100,31846.0,DARDEN RESTAURANTS INC
32,24330,F5 NETWORKS INC,f5networks,baynetworks,76,24357.0,BAY NETWORKS INC
33,1212,BARNES & NOBLE INC,barnesnoble,barnesnoble,100,28924.0,BARNES & NOBLE INC
34,6753,NORDSON CORP,nordson,nordson,100,7921.0,NORDSON CORP
35,18921,OSI SYSTEMS INC,osisystems,osisystems,100,65607.0,OSI SYSTEMS INC
36,787,ANN INC,ann,ann,100,21828.0,ANN INC
37,9281,DAVITA HEALTHCARE PARTNERS INC,davitahealthcarepartners,acadiahealthcarecompany,68,192255.0,ACADIA HEALTHCARE CO INC
38,6160,MERISEL INC,merisel,merisel,100,14895.0,MERISEL INC
39,12514,POLO RALPH LAUREN CORP,poloralphlauren,ralphlauren,85,64891.0,RALPH LAUREN CORP
40,7013,O REILLY AUTOMOTIVE INC,oreillyautomotive,oreillyautomotive,100,28180.0,O'REILLY AUTOMOTIVE INC
41,24751,INTERNAP NETWORK SERVICES CORP,internapnetworkservices,pioneerenergyservices,68,9835.0,PIONEER ENERGY SERVICES CORP
42,3236,ELKCORP,elkcorp,elkcorp,100,4251.0,ELKCORP
43,6401,MONRO MUFFLER BRAKE INC,monromufflerbrake,monsterbeverage,56,24316.0,MONSTER BEVERAGE CORP
44,25571,KRISPY KREME DOUGHNUTS INC,krispykremedoughnuts,krispykreme,71,133767.0,KRISPY KREME INC
45,8474,SIMPSON MANUFACTURING CO INC,simpsonmanufacturingcompany,modinemanufacturingcompany,87,7486.0,MODINE MANUFACTURING CO
46,3261,ELECTRONICS FOR IMAGING INC,electronicsforimaging,electronicsforimaging,100,25774.0,ELECTRONICS FOR IMAGING INC
47,4922,IMMUCOR INC,immucor,immucor,100,11914.0,IMMUCOR INC
48,1499,BRADLEY PHARMACEUTICALS INC,bradleypharmaceuticals,bradleypharmaceuticl,95,24689.0,BRADLEY PHARMACEUTICL  -CL A
49,6706,NEWELL RUBBERMAID INC,newellrubbermaid,rubbermaid,77,9280.0,RUBBERMAID INC
50,25866,CALIFORNIA PIZZA KITCHEN INC,californiapizzakitchen,californiapizzakitchen,100,138321.0,CALIFORNIA PIZZA KITCHEN INC
51,8718,STANDEX INTERNATIONAL CORP,standexinternational,standexinternational,100,10008.0,STANDEX INTERNATIONAL CORP
52,26331,MONSANTO CO NEW,monsantoconew,monsantocompany,79,140760.0,MONSANTO CO
53,7047,OUTBACK STEAKHOUSE INC,outbacksteakhouse,lonestarsteakhousesaloon,63,25025.0,LONE STAR STEAKHOUSE SALOON
54,24553,LENNOX INTERNATIONAL INC,lennoxinternational,lennoxinternational,100,122380.0,LENNOX INTERNATIONAL INC
55,23392,BLUCORA INC,blucora,blucora,100,116772.0,BLUCORA INC
56,2360,COMMONWEALTH INDUSTRIES INC DE,commonwealthindustriesincde,commonwealthindustries,90,31600.0,COMMONWEALTH INDUSTRIES INC
57,9141,TEREX CORP,terex,aeroflex,62,1056.0,AEROFLEX INC
58,5694,LIFECELL CORP,lifecell,lifecell,100,24982.0,LIFECELL CORP
59,3059,E I DU PONT DE NEMOURS & CO,eidupontdenemourscompany,dupontdenemours,77,4060.0,DUPONT DE NEMOURS INC
60,11920,GUITAR CENTER INC,guitarcenter,guitarcenter,100,64486.0,GUITAR CENTER INC
61,1026,AUTOZONE INC,autozone,autozone,100,23809.0,AUTOZONE INC
62,4749,HORMEL FOODS CORP,hormelfoods,hormelfoods,100,5709.0,HORMEL FOODS CORP
63,25870,SPARTAN STORES INC,spartanstores,stagestores,75,63874.0,STAGE STORES INC
64,23629,MANNATECH INC,mannatech,mannatech,100,112968.0,MANNATECH INC
65,4664,HI TECH PHARMACAL CO INC,hitechpharmacalcompany,hitechpharmacalcompany,100,25623.0,HI TECH PHARMACAL CO INC
66,25925,MEDICINES CO,medicinescompany,americanstorescompany,76,1573.0,AMERICAN STORES CO
67,22896,ELECTRONICS BOUTIQUE HOLDINGS CORP,electronicsboutiqueholdings,electronicsboutiquehldgcp,88,112775.0,ELECTRONICS BOUTIQUE HLDG CP
68,27076,JOY GLOBAL INC,joyglobal,joyglobal,100,13003.0,JOY GLOBAL INC
69,6116,MEDTRONIC INC,medtronic,medtronic,100,7228.0,MEDTRONIC PLC
70,27299,AMN HEALTHCARE SERVICES INC,amnhealthcareservices,amnhealthcareservices,100,144520.0,AMN HEALTHCARE SERVICES INC
71,10139,WOODWARD INC,woodward,woodward,100,11580.0,WOODWARD INC
72,24988,AGILENT TECHNOLOGIES INC,agilenttechnologies,agilenttechnologies,100,126554.0,AGILENT TECHNOLOGIES INC
73,5358,JUNO LIGHTING INC,junolighting,junolighting,100,6297.0,JUNO LIGHTING INC
74,947,ASTEC INDUSTRIES INC,astecindustries,astecindustries,100,12262.0,ASTEC INDUSTRIES INC
75,18993,ATMI INC,atmi,atmi,100,29274.0,ATMI INC
76,2031,CERNER CORP,cerner,cerner,100,12850.0,CERNER CORP
77,5158,INTERNATIONAL FLAVORS & FRAGRANCES INC,internationalflavorsfragrances,intlflavorsfragrances,82,6078.0,INTL FLAVORS & FRAGRANCES
78,5646,LEGGETT & PLATT INC,leggettplatt,leggettplatt,100,6649.0,LEGGETT & PLATT INC
79,6874,OM GROUP INC,omgroup,omgroup,100,29001.0,OM GROUP INC
80,6001,MATERIAL SCIENCES CORP,materialsciences,materialsciences,100,7107.0,MATERIAL SCIENCES CORP
81,923,ASHLAND INC NEW,ashlandincnew,atlanticenergy,59,1843.0,ATLANTIC ENERGY INC
82,7988,RIGHT MANAGEMENT CONSULTANTS INC,rightmanagementconsultants,wastemanagementincold,60,11306.0,WASTE MANAGEMENT INC-OLD
83,9275,TORO CO,torocompany,torocompany,100,10618.0,TORO CO
84,6729,99 CENTS ONLY STORES,99centsonlystores,factory2ustores,62,13842.0,FACTORY 2-U STORES INC
85,27488,MEADWESTVACO CORP,meadwestvaco,meadwestvaco,100,11446.0,MEADWESTVACO CORP
86,10835,VERTRO INC,vertro,vertro,100,62388.0,VERTRO INC
87,6134,MENTOR CORP MINN,mentorcorpminn,centocor,64,2846.0,CENTOCOR INC
88,24634,QUEST SOFTWARE INC,questsoftware,questsoftware,100,122921.0,QUEST SOFTWARE INC
89,10563,KROLL INC,kroll,kroll,100,63980.0,KROLL INC
90,6726,NIKE INC,nike,nikeinc,73,7906.0,NIKE INC  -CL B
91,3853,FLEMING COS INC,flemingcos,flemingcompanies,77,4769.0,FLEMING COMPANIES INC
92,2974,DG FASTCHANNEL INC,dgfastchannel,datageneral,58,3760.0,DATA GENERAL CORP
93,1469,BORLAND SOFTWARE CORP,borlandsoftware,borlandsoftware,100,14268.0,BORLAND SOFTWARE CORP
94,27032,NATUS MEDICAL INC,natusmedical,natusmedical,100,144436.0,NATUS MEDICAL INC
95,6411,MOORE CORP LTD,moorecorp,sourcecorp,74,61859.0,SOURCECORP INC
96,1238,BAXTER INTERNATIONAL INC,baxterinternational,baxterinternational,100,2086.0,BAXTER INTERNATIONAL INC
97,8727,STAPLES INC,staples,staples,100,15521.0,STAPLES INC
98,5349,JOS A BANK CLOTHIERS INC,josabankclothiers,josabankclothiers,100,30138.0,JOS A BANK CLOTHIERS INC
99,27838,ENPRO INDUSTRIES INC,enproindustries,enproindustries,100,148950.0,ENPRO INDUSTRIES INC
100,6252,MICROCHIP TECHNOLOGY INC,microchiptechnology,microchiptechnology,100,27965.0,MICROCHIP TECHNOLOGY INC
101,21380,INTERNET SECURITY SYSTEMS INC DE,internetsecuritysystemsincde,internetsecuritysystems,90,106900.0,INTERNET SECURITY SYSTEMS
102,10068,WEYERHAEUSER CO,weyerhaeusercompany,weyerhaeusercompany,100,11456.0,WEYERHAEUSER CO
103,257,ACXIOM CORP,acxiom,aecom,73,147988.0,AECOM
104,2633,CREE INC,cree,rexel,67,11503.0,REXEL INC
105,27358,ACUITY BRANDS INC,acuitybrands,acuitybrands,100,146017.0,ACUITY BRANDS INC
106,5415,KELLOGG CO,kelloggcompany,kelloggcompany,100,6375.0,KELLOGG CO
107,19208,APPLIED MICRO CIRCUITS CORP,appliedmicrocircuits,appliedmicrocircuits,100,65904.0,APPLIED MICRO CIRCUITS CORP
108,7406,PHOTRONICS INC,photronics,photronics,100,13200.0,PHOTRONICS INC
109,24989,BLUE COAT SYSTEMS INC,bluecoatsystems,bluecoatsystems,100,126615.0,BLUE COAT SYSTEMS INC
110,7613,PROCTER & GAMBLE CO,proctergamblecompany,proctergamblecompany,100,8762.0,PROCTER & GAMBLE CO
111,4709,HOLOGIC INC,hologic,hologic,100,20904.0,HOLOGIC INC
112,5504,KROGER CO,krogercompany,krogercompany,100,6502.0,KROGER CO
113,6267,MICROSEMI CORP,microsemi,microsemi,100,7346.0,MICROSEMI CORP
114,7313,PEPSICO INC,pepsico,pepsico,100,8479.0,PEPSICO INC
115,1444,BOEING CO,boeingcompany,boeingcompany,100,2285.0,BOEING CO
116,9959,WATERS CORP NEW,waterscorpnew,aescorpthe,70,24216.0,AES CORP (THE)
117,7291,PENFORD CORP,penford,penford,100,11748.0,PENFORD CORP
118,6632,NEOGEN CORP,neogen,neogen,100,16453.0,NEOGEN CORP
119,6894,OCCIDENTAL PETROLEUM CORP,occidentalpetroleum,occidentalpetroleum,100,8068.0,OCCIDENTAL PETROLEUM CORP
120,9637,UNITED TECHNOLOGIES CORP,unitedtechnologies,lucenttechnologies,83,62599.0,LUCENT TECHNOLOGIES INC
121,9156,TEXAS INDUSTRIES INC,texasindustries,texasindustries,100,10498.0,TEXAS INDUSTRIES INC
122,6233,MICREL INC,micrel,micrel,100,31147.0,MICREL INC
123,5288,JABIL CIRCUIT INC,jabilcircuit,jabil,59,28195.0,JABIL INC
124,1213,BARNES GROUP INC,barnesgroup,barnesgroup,100,2049.0,BARNES GROUP INC
125,312,ADVANCED MICRO DEVICES INC,advancedmicrodevices,advancedmicrodevices,100,1161.0,ADVANCED MICRO DEVICES
126,25530,SILICON LABORATORIES INC,siliconlaboratories,siliconlaboratories,100,133288.0,SILICON LABORATORIES INC
127,6384,MOLEX INC,molex,molex,100,7506.0,MOLEX INC
128,24409,ARIBA INC,ariba,ariba,100,121493.0,ARIBA INC
129,6049,MCKESSON CORP DE,mckessoncorpde,mckesson,73,7171.0,MCKESSON CORP
130,2532,COOPER COS INC,coopercos,coopercosincthe,75,3504.0,COOPER COS INC (THE)
131,5167,INTERNATIONAL GAME TECHNOLOGY,internationalgametechnology,intlgametechnology,80,6097.0,INTL GAME TECHNOLOGY
132,9553,JDS UNIPHASE CORP,jdsuniphase,dupontphotomasks,52,63052.0,DUPONT PHOTOMASKS INC
133,26539,NOVATEL WIRELESS INC,novatelwireless,voicestreamwireless,65,120178.0,VOICESTREAM WIRELESS CORP
134,3249,EMS TECHNOLOGIES INC,emstechnologies,emstechnologies,100,4279.0,EMS TECHNOLOGIES INC
135,6992,ORACLE CORP NEW,oraclecorpnew,sourcecorp,70,61859.0,SOURCECORP INC
136,25570,ENERGIZER HOLDINGS INC,energizerholdings,integerholdings,81,140073.0,INTEGER HOLDINGS CORP
137,5265,ITRON INC,itron,itron,100,29133.0,ITRON INC
138,10213,ZALE CORP,zale,zale,100,11669.0,ZALE CORP
139,19080,METRO GOLDWYN MAYER INC NEW,metrogoldwynmayerincnew,metrogoldwynmayer,85,12352.0,METRO GOLDWYN MAYER INC
140,389,ALBANY INTERNATIONAL CORP,albanyinternational,atninternational,86,24708.0,ATN INTERNATIONAL INC
141,8305,SCOTTS MIRACLE GRO CO,scottsmiraclegrocompany,scottsmiraclegrocompany,100,20185.0,SCOTTS MIRACLE-GRO CO
142,5368,KLA TENCOR CORP,klatencor,eatoncorp,67,4199.0,EATON CORP PLC
143,7716,QUALCOMM INC,qualcomm,qualcomm,100,24800.0,QUALCOMM INC
144,2209,CITRIX SYSTEMS INC,citrixsystems,citrixsystems,100,61676.0,CITRIX SYSTEMS INC
145,19893,SURMODICS INC,surmodics,surmodics,100,66588.0,SURMODICS INC
146,9511,ULTRATECH STEPPER INC,ultratechstepper,ultratech,72,28938.0,ULTRATECH INC
147,26868,RAYTHEON CO NEW,raytheonconew,raytheoncompany,79,8972.0,RAYTHEON CO
148,7311,PEP BOYS MANNY MOE & JACK,pepboysmannymoejack,pepboysmannymoejack,100,8475.0,PEP BOYS-MANNY MOE & JACK
149,2587,COST PLUS INC,costplus,costplus,100,62590.0,COST PLUS INC
150,4835,ICU MEDICAL INC,icumedical,icumedical,100,25110.0,ICU MEDICAL INC
151,4625,HECLA MINING CO,heclaminingcompany,heclaminingcompany,100,5560.0,HECLA MINING CO
152,2179,CISCO SYSTEMS INC,ciscosystems,ciscosystems,100,20779.0,CISCO SYSTEMS INC
153,5340,JOHNSON CONTROLS INC,johnsoncontrols,johnsoncontrolsintl,88,6268.0,JOHNSON CONTROLS INTL PLC
154,6243,MICROSOFT CORP,microsoft,microcom,71,13372.0,MICROCOM INC
155,5060,INTEGRA LIFESCIENCES HOLDINGS CORP,integralifesciencesholdings,integralifesciencesholdngs,98,61181.0,INTEGRA LIFESCIENCES HOLDNGS
156,22588,LINCOLN ELECTRIC HOLDINGS INC,lincolnelectricholdings,lincolnelectrichldgs,93,6737.0,LINCOLN ELECTRIC HLDGS INC
157,4806,HUTCHINSON TECHNOLOGY INC,hutchinsontechnology,hutchinsontechnology,100,5791.0,HUTCHINSON TECHNOLOGY INC
158,24583,FAIRCHILD SEMICONDUCTOR INTL INC,fairchildsemiconductorintl,fairchildsemiconductorintl,100,65643.0,FAIRCHILD SEMICONDUCTOR INTL
159,7520,POSSIS MEDICAL INC,possismedical,possismedical,100,8687.0,POSSIS MEDICAL INC
160,640,AMERICAN PACIFIC CORP,americanpacific,americanpacific,100,1533.0,AMERICAN PACIFIC CORP
161,8285,SCHWEITZER MAUDUIT INTERNATIONAL INC,schweitzermauduitinternational,schweitzermauduitintl,82,61519.0,SCHWEITZER-MAUDUIT INTL INC
162,5223,INTUIT INC,intuit,intuit,100,27928.0,INTUIT INC
163,5082,INTEL CORP,intel,intel,100,6008.0,INTEL CORP
164,205,ABAXIS INC,abaxis,valaris,62,2270.0,VALARIS LTD
165,9967,WAUSAU MOSINEE PAPER CORP,wausaumosineepaper,mosineepaper,80,7578.0,MOSINEE PAPER CORP
166,12711,PEGASUS SOLUTIONS INC,pegasussolutions,pegasussolutions,100,65236.0,PEGASUS SOLUTIONS INC
167,7367,PHARMACEUTICAL PRODUCT DEVELOPMENT INC,pharmaceuticalproductdevelopment,pharmaceuticalproddev,79,61871.0,PHARMACEUTICAL PROD DEV INC
168,27523,GAMESTOP CORP NEW,gamestopcorpnew,gamestop,70,145049.0,GAMESTOP CORP
169,3440,ESTERLINE TECHNOLOGIES CORP,esterlinetechnologies,esterlinetechnologies,100,4460.0,ESTERLINE TECHNOLOGIES CORP
170,5276,JDA SOFTWARE GROUP INC,jdasoftwaregroup,jdasoftwaregroup,100,62399.0,JDA SOFTWARE GROUP INC
171,440,BALLY TECHNOLOGIES INC,ballytechnologies,ballytechnologies,100,12075.0,BALLY TECHNOLOGIES INC
172,7868,REEBOK INTERNATIONAL LTD,reebokinternational,reebokinternational,100,9004.0,REEBOK INTERNATIONAL LTD
173,1481,BOSTON SCIENTIFIC CORP,bostonscientific,bostonscientific,100,25279.0,BOSTON SCIENTIFIC CORP
174,5173,INTERNATIONAL PAPER CO,internationalpapercompany,intlpapercompany,78,6104.0,INTL PAPER CO
175,11759,CIENA CORP,ciena,ciena,100,64356.0,CIENA CORP
176,829,APPLIED MATERIALS INC,appliedmaterials,appliedmaterials,100,1704.0,APPLIED MATERIALS INC
177,790,ARRIS GROUP INC,arrisgroup,amerigroup,80,145367.0,AMERIGROUP CORP
178,25569,CABOT MICROELECTRONICS CORP,cabotmicroelectronics,arrowelectronics,76,1773.0,ARROW ELECTRONICS INC
179,19325,POWER INTEGRATIONS INC,powerintegrations,powerintegrations,100,66032.0,POWER INTEGRATIONS INC
180,2018,CENTURY ALUMINUM CO,centuryaluminumcompany,centuryaluminumcompany,100,62516.0,CENTURY ALUMINUM CO
181,3245,ELECTRO SCIENTIFIC INDUSTRIES INC,electroscientificindustries,electroscientificinds,88,4274.0,ELECTRO SCIENTIFIC INDS INC
182,28106,WYNN RESORTS LTD,wynnresorts,primadonnaresorts,64,28481.0,PRIMADONNA RESORTS INC
183,9261,TOLLGRADE COMMUNICATIONS INC,tollgradecommunications,tollgradecommunications,100,61725.0,TOLLGRADE COMMUNICATIONS INC
184,5677,LEXMARK INTERNATIONAL INC,lexmarkinternational,premarkinternational,90,13028.0,PREMARK INTERNATIONAL INC
185,2081,CHECKFREE CORP NEW,checkfreecorpnew,checkfree,72,61355.0,CHECKFREE CORP
186,7939,RESMED INC,resmed,resmed,100,31887.0,RESMED INC
187,25783,AXCELIS TECHNOLOGIES INC,axcelistechnologies,axcelistechnologies,100,137602.0,AXCELIS TECHNOLOGIES INC
188,3941,FRANKLIN ELECTRIC CO INC,franklinelectriccompany,franklinelectriccompany,100,4881.0,FRANKLIN ELECTRIC CO INC
189,6754,NORDSTROM INC,nordstrom,nordstrom,100,7922.0,NORDSTROM INC
190,5581,LANDAUER INC,landauer,landauer,100,14169.0,LANDAUER INC
191,9855,VITAL SIGNS INC,vitalsigns,vitalsigns,100,23088.0,VITAL SIGNS INC
192,275,ADTRAN INC,adtran,adtran,100,30576.0,ADTRAN INC
193,2985,DIONEX CORP,dionex,dionex,100,3971.0,DIONEX CORP
194,8787,STILLWATER MINING CO,stillwaterminingcompany,stillwaterminingcompany,100,31203.0,STILLWATER MINING CO
195,23396,CONCUR TECHNOLOGIES INC,concurtechnologies,escotechnologies,82,23224.0,ESCO TECHNOLOGIES INC
196,2531,CAMERON INTERNATIONAL CORP,cameroninternational,cameroninternational,100,60894.0,CAMERON INTERNATIONAL CORP
197,3499,EZCORP INC,ezcorp,elkcorp,77,4251.0,ELKCORP
198,5629,LEAR CORP,lear,lear,100,16477.0,LEAR CORP
199,2643,A T CROSS CO,atcrosscompany,torocompany,80,10618.0,TORO CO
200,4524,HARMAN INTERNATIONAL INDUSTRIES INC,harmaninternationalindustries,harmaninternationalinds,88,12788.0,HARMAN INTERNATIONAL INDS
201,1792,CAMPBELL SOUP CO,campbellsoupcompany,campbellsoupcompany,100,2663.0,CAMPBELL SOUP CO
202,4467,HAIN CELESTIAL GROUP INC,haincelestialgroup,haincelestialgroup,100,29609.0,HAIN CELESTIAL GROUP INC
203,4538,HARRIS CORP,harris,harsco,67,5496.0,HARSCO CORP
204,4837,BIOGEN IDEC INC,biogenidec,biogen,75,24468.0,BIOGEN INC
205,23613,CATAPULT COMMUNICATIONS CORP,catapultcommunications,catapultcommunications,100,113361.0,CATAPULT COMMUNICATIONS CORP
206,477,SKYWORKS SOLUTIONS INC,skyworkssolutions,skyworkssolutions,100,1327.0,SKYWORKS SOLUTIONS INC
207,1526,BRINKER INTERNATIONAL INC,brinkerinternational,prideinternational,84,14908.0,PRIDE INTERNATIONAL INC
208,8836,DEAN FOODS CO NEW,deanfoodsconew,deanfoodsco,88,3821.0,DEAN FOODS CO  -OLD
209,26259,OPLINK COMMUNICATIONS INC,oplinkcommunications,oplinkcommunications,100,140030.0,OPLINK COMMUNICATIONS INC
210,4437,NEOWARE SYSTEMS INC,neowaresystems,foresystems,80,30237.0,FORE SYSTEMS INC
211,750,ANALOG DEVICES INC,analogdevices,analogdevices,100,1632.0,ANALOG DEVICES INC
212,1324,BEST BUY CO INC,bestbuycompany,bestbuycompany,100,2184.0,BEST BUY CO INC
213,6324,HERMAN MILLER INC,hermanmiller,rayonier,60,5862.0,RAYONIER INC
214,5726,LINDSAY CORP,lindsay,lindsay,100,14954.0,LINDSAY CORP
215,24964,RUDOLPH TECHNOLOGIES INC,rudolphtechnologies,delphitechnologies,86,31802.0,DELPHI TECHNOLOGIES PLC
216,206,ABBOTT LABORATORIES,abbottlaboratories,abbottlaboratories,100,1078.0,ABBOTT LABORATORIES
217,6017,MAXIM INTEGRATED PRODUCTS INC,maximintegratedproducts,maximintegratedproducts,100,14256.0,MAXIM INTEGRATED PRODUCTS
218,25364,INTERSIL CORP NEW,intersilcorpnew,intersilcorp,89,130762.0,INTERSIL CORP  -CL A
219,4136,GENTEX CORP,gentex,gentex,100,5116.0,GENTEX CORP
220,1857,CARDINAL HEALTH INC,cardinalhealth,cardinalhealth,100,2751.0,CARDINAL HEALTH INC
221,7249,COLLECTIVE BRANDS INC,collectivebrands,collectivebrands,100,62667.0,COLLECTIVE BRANDS INC
222,4903,ILLINOIS TOOL WORKS INC,illinoistoolworks,illinoistoolworks,100,5878.0,ILLINOIS TOOL WORKS
223,2686,CURTISS WRIGHT CORP,curtisswright,curtisswright,100,3662.0,CURTISS-WRIGHT CORP
224,6836,NOVEN PHARMACEUTICALS INC,novenpharmaceuticals,novenpharmaceuticals,100,14918.0,NOVEN PHARMACEUTICALS INC
225,3552,FAIR ISAAC CORP,fairisaac,fairisaac,100,13824.0,FAIR ISAAC CORP
226,857,HYPERION SOLUTIONS CORP,hyperionsolutions,hyperionsolutions,100,61498.0,HYPERION SOLUTIONS CORP
227,24727,INTERACTIVE INTELLIGENCE INC,interactiveintelligence,interactiveintelligencegrp,94,124038.0,INTERACTIVE INTELLIGENCE GRP
228,7432,PINNACLE SYSTEMS INC CA,pinnaclesystemsincca,pinnaclesystems,86,30946.0,PINNACLE SYSTEMS INC
229,5028,INSIGHT ENTERPRISES INC,insightenterprises,insightenterprises,100,31453.0,INSIGHT ENTERPRISES INC
230,2956,DIGI INTERNATIONAL INC,digiinternational,digiinternational,100,16710.0,DIGI INTERNATIONAL INC
231,25869,OPNET TECHNOLOGIES INC,opnettechnologies,ropertechnologies,88,24925.0,ROPER TECHNOLOGIES INC
232,4343,GREEN MOUNTAIN COFFEE ROASTERS INC,greenmountaincoffeeroasters,greenmountainpower,71,5330.0,GREEN MOUNTAIN POWER CORP
233,8340,RSA SECURITY INC,rsasecurity,rsasecurity,100,31168.0,RSA SECURITY INC
234,8908,SUPERVALU INC,supervalu,supervalu,100,10190.0,SUPERVALU INC
235,1501,BRADY CORP,brady,brady,100,2352.0,BRADY CORP
236,5217,INTEVAC INC,intevac,intevac,100,61587.0,INTEVAC INC
237,27026,ACCENTURE LTD,accenture,accenture,100,143357.0,ACCENTURE PLC
238,28573,TESSERA TECHNOLOGIES INC,tesseratechnologies,tranetechnologies,83,5959.0,TRANE TECHNOLOGIES PLC
239,25302,MATTERSIGHT CORP,mattersight,mattersight,100,129840.0,MATTERSIGHT CORP
240,7288,PENTAIR INC,pentair,pentair,100,8463.0,PENTAIR PLC
241,8087,HARRIS TEETER SUPERMARKETS INC,harristeetersupermarkets,harristeetersupermarkets,100,9284.0,HARRIS TEETER SUPERMARKETS
242,2726,CYTYC CORP,cytyc,cytyc,100,62336.0,CYTYC CORP
243,11598,CARMAX INC,carmax,carmax,100,64410.0,CARMAX INC
244,3316,EMULEX CORP,emulex,emulex,100,4340.0,EMULEX CORP
245,23622,BOTTOMLINE TECHNOLOGIES DE INC,bottomlinetechnologiesde,ttmtechnologies,77,139804.0,TTM TECHNOLOGIES INC
246,2778,DAKTRONICS INC,daktronics,daktronics,100,29705.0,DAKTRONICS INC
247,10033,WESTERN DIGITAL CORP,westerndigital,westerndigital,100,11399.0,WESTERN DIGITAL CORP
248,19728,VERISIGN INC,verisign,verisign,100,66368.0,VERISIGN INC
249,8733,STARBUCKS CORP,starbucks,starbucks,100,25434.0,STARBUCKS CORP
250,1080,BJ SERVICES CO,bjservicescompany,bjservicescompany,100,22794.0,BJ SERVICES CO
251,4172,GERBER SCIENTIFIC INC,gerberscientific,gerberscientific,100,5142.0,GERBER SCIENTIFIC INC
252,7617,SAKS INC,saks,saks,100,13380.0,SAKS INC
253,7739,QRS CORP,qrs,qrs,100,28700.0,QRS CORP
254,6539,NASH FINCH CO,nashfinchcompany,nashfinchcompany,100,7691.0,NASH FINCH CO
255,6238,MICROS SYSTEMS INC,microssystems,microssystems,100,7331.0,MICROS SYSTEMS INC
256,7632,MRO SOFTWARE INC,mrosoftware,mrosoftware,100,30094.0,MRO SOFTWARE INC
257,23734,VARIAN SEMICONDUCTOR EQUIPMENT ASSOC INC,variansemiconductorequipmentassoc,variansemiconductorequipmt,88,119217.0,VARIAN SEMICONDUCTOR EQUIPMT
